"Month","Year","Plant ID","Operator ID","Quantity Consumed in Physical Units for Electric Generation","Physical Unit Label","Reported Prime Mover","ReportedFuelTypeCode","EnergySource","Fuel Group","Quantity","Average Heat Content","Average Sulfur Content","Average Ash Content","Fuel Cost","Moisture Content","Primary Transportation Mode"
4,2024,879,12384,"26420.0","short tons","ST","SUB","SUB","Coal",158912,17.55,0.2,4.3,".","27.77","RR"
5,2024,879,12384,"95336.0","short tons","ST","SUB","SUB","Coal",163790,17.41,0.2,4.6,".","28.1","RR"
6,2024,879,12384,"310948.0","short tons","ST","SUB","SUB","Coal",162734,17.35,0.21,4.6,".","28.22","RR"
7,2024,879,12384,"257084.0","short tons","ST","SUB","SUB","Coal",164026,17.47,0.2,4.5,".","27.81","RR"
8,2024,879,12384,"429374.0","short tons","ST","SUB","SUB","Coal",130555,17.48,0.2,4.4,".","27.9","RR"
9,2024,879,12384,"101292.0","short tons","ST","SUB","SUB","Coal",162238,17.46,0.2,4.5,".","27.73","RR"
10,2024,879,12384,"0.0","short tons","ST","SUB","SUB","Coal",166868,17.4,0.19,4.5,".","27.97","RR"
1,2024,883,12384,"225.0","barrels","GT","DFO","DFO","Petroleum",1145,5.83,0,0,".",".","TR"
3,2024,883,12384,"132.0","barrels","GT","DFO","DFO","Petroleum",382,5.825,0,0,".",".","TR"
7,2024,883,12384,"492.0","barrels","GT","DFO","DFO","Petroleum",754,5.825,0,0,".",".","TR"
8,2024,883,12384,"0.0","barrels","GT","DFO","DFO","Petroleum",378,5.825,0,0,".",".","TR"
11,2024,883,12384,"0.0","barrels","GT","DFO","DFO","Petroleum",191,5.825,0,0,".",".","TR"
1,2024,889,5517,"925.0","barrels","ST","DFO","DFO","Petroleum",714,5.8,0,0,".",".","TR"
2,2024,889,5517,"2208.0","barrels","ST","DFO","DFO","Petroleum",1964,5.8,0,0,".",".","TR"
3,2024,889,5517,"1770.0","barrels","ST","DFO","DFO","Petroleum",2142,5.8,0,0,".",".","TR"
4,2024,889,5517,"1672.0","barrels","ST","DFO","DFO","Petroleum",1607,5.8,0,0,".",".","TR"
5,2024,889,5517,"1334.0","barrels","ST","DFO","DFO","Petroleum",1428,5.8,0,0,".",".","TR"
6,2024,889,5517,"648.0","barrels","ST","DFO","DFO","Petroleum",535,5.8,0,0,".",".","TR"
7,2024,889,5517,"2142.0","barrels","ST","DFO","DFO","Petroleum",2143,5.8,0,0,".",".","TR"
8,2024,889,5517,"1174.0","barrels","ST","DFO","DFO","Petroleum",1607,5.8,0,0,".",".","TR"
9,2024,889,5517,"2466.0","barrels","ST","DFO","DFO","Petroleum",2321,5.8,0,0,".",".","TR"
10,2024,889,5517,"1364.0","barrels","ST","DFO","DFO","Petroleum",1607,5.8,0,0,".",".","TR"
11,2024,889,5517,"2012.0","barrels","ST","DFO","DFO","Petroleum",1964,5.8,0,0,".",".","TR"
1,2024,889,5517,"428090.0","short tons","ST","SUB","SUB","Coal",165200,17.78,0.2,4.7,".","27.07","RR"
1,2024,889,5517,"428090.0","short tons","ST","SUB","SUB","Coal",282697,17.25,0.28,4.5,".","29.28","RR"
2,2024,889,5517,"235566.0","short tons","ST","SUB","SUB","Coal",144008,17.218,0.3,4.6,".","29.37","RR"
2,2024,889,5517,"235566.0","short tons","ST","SUB","SUB","Coal",230827,17.782,0.2,4.4,".","27.13","RR"
3,2024,889,5517,"124517.0","short tons","ST","SUB","SUB","Coal",101262,17.781,0.2,4.4,".","27.14","RR"
3,2024,889,5517,"124517.0","short tons","ST","SUB","SUB","Coal",156135,17.216,0.3,4.6,".","29.36","RR"
4,2024,889,5517,"321191.0","short tons","ST","SUB","SUB","Coal",159146,17.782,0.2,4.4,".","27.13","RR"
4,2024,889,5517,"321191.0","short tons","ST","SUB","SUB","Coal",111972,17.215,0.3,4.6,".","29.37","RR"
5,2024,889,5517,"371183.0","short tons","ST","SUB","SUB","Coal",225260,17.336,0.33,4.6,".","28.88","RR"
5,2024,889,5517,"371183.0","short tons","ST","SUB","SUB","Coal",48882,17.616,0.2,4.6,".","27.2","RR"
6,2024,889,5517,"402180.0","short tons","ST","SUB","SUB","Coal",153501,17.158,0.31,4.6,".","29.35","RR"
6,2024,889,5517,"402180.0","short tons","ST","SUB","SUB","Coal",134689,17.688,0.21,4.3,".","27.44","RR"
7,2024,889,5517,"347204.0","short tons","ST","SUB","SUB","Coal",80525,17.158,0.31,4.6,".","29.35","RR"
7,2024,889,5517,"347204.0","short tons","ST","SUB","SUB","Coal",110116,17.136,0.25,4.3,".","28.96","RR"
7,2024,889,5517,"347204.0","short tons","ST","SUB","SUB","Coal",192837,17.688,0.21,4.3,".","27.44","RR"
8,2024,889,5517,"388960.0","short tons","ST","SUB","SUB","Coal",47567,17.136,0.23,4.2,".","29.13","RR"
8,2024,889,5517,"388960.0","short tons","ST","SUB","SUB","Coal",145567,17.688,0.2,4.3,".","26.96","RR"
8,2024,889,5517,"388960.0","short tons","ST","SUB","SUB","Coal",222660,17.158,0.32,4.5,".","28.97","RR"
9,2024,889,5517,"319359.0","short tons","ST","SUB","SUB","Coal",210767,17.688,0.21,4.3,".","27.44","RR"
9,2024,889,5517,"319359.0","short tons","ST","SUB","SUB","Coal",58130,17.136,0.25,4.3,".","28.96","RR"
9,2024,889,5517,"319359.0","short tons","ST","SUB","SUB","Coal",156699,17.158,0.31,4.6,".","29.35","RR"
10,2024,889,5517,"312917.0","short tons","ST","SUB","SUB","Coal",119295,17.1,0.25,4,".","30.0","RR"
10,2024,889,5517,"312917.0","short tons","ST","SUB","SUB","Coal",31897,16.93,0.31,4.9,".","29.52","RR"
10,2024,889,5517,"312917.0","short tons","ST","SUB","SUB","Coal",47873,17.13,0.33,4.8,".","29.3","RR"
10,2024,889,5517,"312917.0","short tons","ST","SUB","SUB","Coal",106660,17.87,0.2,4.4,".","26.6","RR"
11,2024,889,5517,"373596.0","short tons","ST","SUB","SUB","Coal",175896,17.92,0.19,4.5,".","26.44","RR"
11,2024,889,5517,"373596.0","short tons","ST","SUB","SUB","Coal",15974,16.95,0.22,4.7,".","29.92","RR"
11,2024,889,5517,"373596.0","short tons","ST","SUB","SUB","Coal",47789,17.18,0.27,4.3,".","29.48","RR"
11,2024,889,5517,"373596.0","short tons","ST","SUB","SUB","Coal",128494,17.18,0.33,4.7,".","29.2","RR"
1,2024,963,17828,"49458.0","short tons","ST","BIT","BIT","Coal",30912,21.34,2.96,8.3,"193.1","17.07","TR"
2,2024,963,17828,"18275.0","short tons","ST","BIT","BIT","Coal",31066,21.166,3.05,8.9,"193.3","16.98","TR"
3,2024,963,17828,"35159.0","short tons","ST","BIT","BIT","Coal",30500,21.303,2.96,8.3,"193.2","17.18","TR"
4,2024,963,17828,"20901.0","short tons","ST","BIT","BIT","Coal",30256,21.2,3.1,8.8,"245.5","17.1","TR"
5,2024,963,17828,"0.0","short tons","ST","BIT","BIT","Coal",30530,21.2,3.1,8.8,"245.5","17.1","TR"
6,2024,963,17828,"2617.0","short tons","ST","BIT","BIT","Coal",30411,21.18,3.1,8.8,"245.5","17.09","TR"
7,2024,963,17828,"36418.0","short tons","ST","BIT","BIT","Coal",30402,21.1,2.88,8.9,"245.6","17.22","TR"
8,2024,963,17828,"39839.0","short tons","ST","BIT","BIT","Coal",30261,21.1,2.88,8.9,"245.6","17.22","TR"
9,2024,963,17828,"39083.0","short tons","ST","BIT","BIT","Coal",30493,21.093,2.88,8.9,"245.6","17.22","TR"
10,2024,963,17828,"13507.0","short tons","ST","BIT","BIT","Coal",30006,21.09,2.88,8.9,"245.6","17.22","TR"
1,2024,963,17828,"4636.0","mcf","ST","NG","NG","Natural Gas",4636,1,0,0,"639.6",".","PL"
2,2024,963,17828,"10234.0","mcf","ST","NG","NG","Natural Gas",10234,1,0,0,"714.6",".","PL"
3,2024,963,17828,"2947.0","mcf","ST","NG","NG","Natural Gas",2947,1,0,0,"880.9",".","PL"
4,2024,963,17828,"1434.0","mcf","ST","NG","NG","Natural Gas",1434,1,0,0,"658.9",".","PL"
5,2024,963,17828,"287.0","mcf","ST","NG","NG","Natural Gas",287,1,0,0,"818.9",".","PL"
6,2024,963,17828,"9465.0","mcf","ST","NG","NG","Natural Gas",9465,1,0,0,"818.9",".","PL"
7,2024,963,17828,"12016.0","mcf","ST","NG","NG","Natural Gas",12016,1,0,0,"643.9",".","PL"
8,2024,963,17828,"2403.0","mcf","ST","NG","NG","Natural Gas",2403,1,0,0,"1479.9",".","PL"
9,2024,963,17828,"317.0","mcf","ST","NG","NG","Natural Gas",317,1,0,0,"6915.1",".","PL"
10,2024,963,17828,"1518.0","mcf","ST","NG","NG","Natural Gas",1518,1,0,0,"1443.2",".","PL"
11,2024,963,17828,"13560.0","mcf","ST","NG","NG","Natural Gas",13560,1,0,0,"900.5",".","PL"
4,2024,976,17632,"0.0","barrels","GT","DFO","DFO","Petroleum",693,5.69,0,0,"2210.0",".","TR"
6,2024,976,17632,"95.0","barrels","GT","DFO","DFO","Petroleum",692,5.69,0,0,"1829.0",".","TR"
8,2024,976,17632,"0.0","barrels","GT","DFO","DFO","Petroleum",696,5.69,0,0,"1866.0",".","PL"
11,2024,976,17632,"52.0","barrels","GT","DFO","DFO","Petroleum",696,5.69,0,0,"1860.0",".","TR"
1,2024,976,17632,"52042.0","mcf","GT","NG","NG","Natural Gas",37528,1,0,0,"586.0",".","PL"
1,2024,976,17632,"52042.0","mcf","GT","NG","NG","Natural Gas",14514,1,0,0,"375.0",".","PL"
2,2024,976,17632,"5113.0","mcf","GT","NG","NG","Natural Gas",2500,1,0,0,"210.0",".","PL"
2,2024,976,17632,"5113.0","mcf","GT","NG","NG","Natural Gas",2613,1,0,0,"200.0",".","PL"
3,2024,976,17632,"27872.0","mcf","GT","NG","NG","Natural Gas",16982,1,0,0,"156.0",".","PL"
3,2024,976,17632,"27872.0","mcf","GT","NG","NG","Natural Gas",10890,1,0,0,"160.0",".","PL"
4,2024,976,17632,"308669.0","mcf","GT","NG","NG","Natural Gas",80844,1,0,0,"148.0",".","PL"
4,2024,976,17632,"308669.0","mcf","GT","NG","NG","Natural Gas",227825,1,0,0,"150.0",".","PL"
5,2024,976,17632,"105836.0","mcf","GT","NG","NG","Natural Gas",36256,1,0,0,"186.0",".","PL"
5,2024,976,17632,"105836.0","mcf","GT","NG","NG","Natural Gas",69580,1,0,0,"177.0",".","PL"
6,2024,976,17632,"125501.0","mcf","GT","NG","NG","Natural Gas",49600,1,0,0,"232.0",".","PL"
6,2024,976,17632,"125501.0","mcf","GT","NG","NG","Natural Gas",76005,1,0,0,"193.0",".","PL"
7,2024,976,17632,"266952.0","mcf","GT","NG","NG","Natural Gas",107715,1,0,0,"194.0",".","PL"
7,2024,976,17632,"266952.0","mcf","GT","NG","NG","Natural Gas",159237,1,0,0,"202.0",".","PL"
8,2024,976,17632,"164209.0","mcf","GT","NG","NG","Natural Gas",75463,1,0,0,"184.0",".","PL"
8,2024,976,17632,"164209.0","mcf","GT","NG","NG","Natural Gas",88746,1,0,0,"182.0",".","PL"
9,2024,976,17632,"113859.0","mcf","GT","NG","NG","Natural Gas",72966,1,0,0,"220.0",".","PL"
9,2024,976,17632,"113859.0","mcf","GT","NG","NG","Natural Gas",47586,1,0,0,"208.0",".","PL"
10,2024,976,17632,"235410.0","mcf","GT","NG","NG","Natural Gas",130398,1,0,0,"227.0",".","PL"
10,2024,976,17632,"235410.0","mcf","GT","NG","NG","Natural Gas",98319,1,0,0,"198.0",".","PL"
11,2024,976,17632,"2296.0","mcf","GT","NG","NG","Natural Gas",2296,1,0,0,"244.0",".","PL"
1,2024,976,17632,"43494.0","short tons","ST","BIT","BIT","Coal",11075,22.92,2.81,9.8,"190.6","11.72","TR"
1,2024,976,17632,"43494.0","short tons","ST","BIT","BIT","Coal",14509,23.27,2.73,10.1,"550.2","10.42","TR"
1,2024,976,17632,"43494.0","short tons","ST","BIT","BIT","Coal",2763,15.45,2.35,19.3,"264.2","24.05","TR"
1,2024,976,17632,"43494.0","short tons","ST","BIT","BIT","Coal",10909,16.89,0.92,14.4,"276.5","26.92","TR"
1,2024,976,17632,"43494.0","short tons","ST","BIT","BIT","Coal",11,21.39,3.16,9.7,"129.1","14.76","TR"
1,2024,976,17632,"43494.0","short tons","ST","BIT","BIT","Coal",7199,21.94,2.88,9,"463.0","14.58","TR"
2,2024,976,17632,"38721.0","short tons","ST","BIT","BIT","Coal",3844,23.05,2.71,9.6,"190.2","11.71","TR"
2,2024,976,17632,"38721.0","short tons","ST","BIT","BIT","Coal",20910,23.65,2.86,9.2,"549.9","9.88","TR"
2,2024,976,17632,"38721.0","short tons","ST","BIT","BIT","Coal",3100,15.46,2.48,20.2,"264.3","24.39","TR"
2,2024,976,17632,"38721.0","short tons","ST","BIT","BIT","Coal",12277,16.8,0.92,14.2,"275.5","27.17","TR"
2,2024,976,17632,"38721.0","short tons","ST","BIT","BIT","Coal",11,21.86,2.95,9.4,"128.1","14.66","TR"
2,2024,976,17632,"38721.0","short tons","ST","BIT","BIT","Coal",9562,22.06,2.9,9,"461.8","14.16","TR"
3,2024,976,17632,"34714.0","short tons","ST","BIT","BIT","Coal",12112,23.75,2.82,9.2,"550.3","9.61","TR"
3,2024,976,17632,"34714.0","short tons","ST","BIT","BIT","Coal",7507,21.03,3.35,19.9,"184.0","8.29","TR"
3,2024,976,17632,"34714.0","short tons","ST","BIT","BIT","Coal",2762,15.83,2.44,19.7,"267.7","23.69","TR"
3,2024,976,17632,"34714.0","short tons","ST","BIT","BIT","Coal",13176,16.86,1.08,17.1,"273.6","23.83","TR"
3,2024,976,17632,"34714.0","short tons","ST","BIT","BIT","Coal",10,23.18,2.78,10,"128.3","9.63","TR"
3,2024,976,17632,"34714.0","short tons","ST","BIT","BIT","Coal",9728,22.03,3.07,9.6,"462.8","13.4","TR"
4,2024,976,17632,"7555.0","short tons","ST","BIT","BIT","Coal",16051,23.75,2.9,9.4,"460.2","9.46","TR"
4,2024,976,17632,"7555.0","short tons","ST","BIT","BIT","Coal",4369,15.69,2.45,20.4,"266.4","23.21","TR"
4,2024,976,17632,"7555.0","short tons","ST","BIT","BIT","Coal",4917,20.66,5.63,23.1,"149.7","5.91","TR"
4,2024,976,17632,"7555.0","short tons","ST","BIT","BIT","Coal",10926,16.62,1.12,17.5,"270.7","23.88","TR"
4,2024,976,17632,"7555.0","short tons","ST","BIT","BIT","Coal",11,21.7,3.02,11.3,"129.1","13.74","TR"
4,2024,976,17632,"7555.0","short tons","ST","BIT","BIT","Coal",5323,21.91,2.98,9.2,"278.9","14.04","TR"
5,2024,976,17632,"36255.0","short tons","ST","BIT","BIT","Coal",14846,23.26,2.82,9.9,"458.7","10.44","TR"
5,2024,976,17632,"36255.0","short tons","ST","BIT","BIT","Coal",5279,15.6,2.5,20.4,"265.6","23.15","TR"
5,2024,976,17632,"36255.0","short tons","ST","BIT","BIT","Coal",10419,15.65,1.27,21.5,"254.9","22.79","TR"
5,2024,976,17632,"36255.0","short tons","ST","BIT","BIT","Coal",11,22.29,2.59,8.3,"128.2","14.6","TR"
5,2024,976,17632,"36255.0","short tons","ST","BIT","BIT","Coal",8362,22.01,3.08,9.2,"385.2","13.82","TR"
6,2024,976,17632,"29868.0","short tons","ST","BIT","BIT","Coal",16036,23.5,2.87,10.5,"457.9","9.41","TR"
6,2024,976,17632,"29868.0","short tons","ST","BIT","BIT","Coal",10295,15.81,1.26,20.9,"224.3","23.14","TR"
6,2024,976,17632,"29868.0","short tons","ST","BIT","BIT","Coal",2944,15.22,2.59,22.1,"232.2","22.53","TR"
6,2024,976,17632,"29868.0","short tons","ST","BIT","BIT","Coal",11,22.09,2.87,8.5,"128.2","15.22","TR"
6,2024,976,17632,"29868.0","short tons","ST","BIT","BIT","Coal",8068,22.11,3.17,8.9,"384.2","13.67","TR"
7,2024,976,17632,"43175.0","short tons","ST","BIT","BIT","Coal",14535,23.2,2.84,11,"456.7","9.72","TR"
7,2024,976,17632,"43175.0","short tons","ST","BIT","BIT","Coal",13493,16.19,0.89,16.6,"233.4","26.23","TR"
7,2024,976,17632,"43175.0","short tons","ST","BIT","BIT","Coal",3192,14.76,2.41,23.6,"228.1","22.8","TR"
7,2024,976,17632,"43175.0","short tons","ST","BIT","BIT","Coal",12,22.22,2.88,11.6,"128.2","11.36","TR"
7,2024,976,17632,"43175.0","short tons","ST","BIT","BIT","Coal",8032,22.11,3.06,9,"383.6","13.45","TR"
8,2024,976,17632,"44721.0","short tons","ST","BIT","BIT","Coal",14932,23.56,2.65,10.3,"458.1","8.94","TR"
8,2024,976,17632,"44721.0","short tons","ST","BIT","BIT","Coal",13348,16.64,0.87,14.6,"239.1","27.05","TR"
8,2024,976,17632,"44721.0","short tons","ST","BIT","BIT","Coal",2186,14.69,2.46,23.9,"226.6","22.17","TR"
8,2024,976,17632,"44721.0","short tons","ST","BIT","BIT","Coal",1977,16.76,4.51,32.8,"122.3","7.7","TR"
8,2024,976,17632,"44721.0","short tons","ST","BIT","BIT","Coal",11,23.03,2.96,9.6,"128.3","10.7","TR"
8,2024,976,17632,"44721.0","short tons","ST","BIT","BIT","Coal",8072,22.18,3.19,8.8,"384.3","13.23","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",14956,23.2,2.18,10,"458.1","10.38","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",2230,14.09,2.4,28.1,"216.6","20.5","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",11785,17.23,0.85,13,"244.7","27.04","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",3236,16.39,3.75,31.1,"141.8","10.25","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",2993,16.57,1.37,13.6,"129.3","23.73","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",1100,20.78,1.15,12.2,"131.1","13.29","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",11,23.03,2.96,9.6,"128.3","10.7","TR"
9,2024,976,17632,"44523.0","short tons","ST","BIT","BIT","Coal",7186,21.88,3.14,9.1,"384.0","14.04","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",14583,23.28,2.02,9.4,"457.8","10.5","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",2639,14.71,2.4,26.1,"225.8","20.35","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",13620,16.17,0.85,16.6,"233.5","26.93","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",2462,16.93,4.06,31.1,"138.2","8.7","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",561,20.15,0.95,12.8,"128.6","14.55","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",3051,16.74,1.24,14.5,"129.3","22.51","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",11,21.36,2.78,9.2,"128.0","16.9","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",14,16.47,2.29,19.9,"194.4","21.65","TR"
10,2024,976,17632,"11736.0","short tons","ST","BIT","BIT","Coal",8773,22.06,3.18,8.9,"383.4","13.63","TR"
11,2024,976,17632,"34217.0","short tons","ST","BIT","BIT","Coal",15068,23.28,1.77,9,"457.9","11.46","TR"
11,2024,976,17632,"34217.0","short tons","ST","BIT","BIT","Coal",394,15.68,2.33,21.1,"236.2","21.87","TR"
11,2024,976,17632,"34217.0","short tons","ST","BIT","BIT","Coal",11549,16.93,0.82,11.7,"242.2","29.23","TR"
11,2024,976,17632,"34217.0","short tons","ST","BIT","BIT","Coal",6515,21.97,2.87,8.8,"383.6","14.37","TR"
4,2024,976,17632,"359.0","barrels","ST","DFO","DFO","Petroleum",693,5.69,0,0,"2210.0",".","TR"
6,2024,976,17632,"239.0","barrels","ST","DFO","DFO","Petroleum",692,5.69,0,0,"1829.0",".","TR"
8,2024,976,17632,"72.0","barrels","ST","DFO","DFO","Petroleum",696,5.69,0,0,"1866.0",".","PL"
11,2024,976,17632,"331.0","barrels","ST","DFO","DFO","Petroleum",696,5.69,0,0,"1860.0",".","TR"
1,2024,983,9269,"258535.0","short tons","ST","BIT","BIT","Coal",26324,22.487,1.77,8.9,"375.3","14.4","RV"
1,2024,983,9269,"258535.0","short tons","ST","BIT","BIT","Coal",41151,22.162,2.91,8.5,"359.7","13.84","RV"
1,2024,983,9269,"258535.0","short tons","ST","BIT","BIT","Coal",70076,22.938,3,9.3,"266.5","11.84","RV"
1,2024,983,9269,"258535.0","short tons","ST","BIT","BIT","Coal",113465,22.928,3,9.4,"377.8","11.8","RV"
1,2024,983,9269,"258535.0","short tons","ST","BIT","BIT","Coal",9792,22.018,2.94,8.5,"265.6","13.95","RV"
2,2024,983,9269,"201345.0","short tons","ST","BIT","BIT","Coal",31954,22.814,1.84,8.5,"370.0","13.68","RV"
2,2024,983,9269,"201345.0","short tons","ST","BIT","BIT","Coal",60463,22.226,2.94,8.5,"358.7","13.62","RV"
2,2024,983,9269,"201345.0","short tons","ST","BIT","BIT","Coal",56824,22.968,3,9.4,"266.1","11.68","RV"
2,2024,983,9269,"201345.0","short tons","ST","BIT","BIT","Coal",38963,22.938,3.01,9.6,"377.6","11.67","RV"
3,2024,983,9269,"171221.0","short tons","ST","BIT","BIT","Coal",30797,22.942,1.95,8.2,"367.9","13.24","RV"
3,2024,983,9269,"171221.0","short tons","ST","BIT","BIT","Coal",74673,22.956,3.01,9.4,"266.2","11.71","RV"
3,2024,983,9269,"171221.0","short tons","ST","BIT","BIT","Coal",38208,22.306,2.93,8.7,"357.4","13.6","RV"
3,2024,983,9269,"171221.0","short tons","ST","BIT","BIT","Coal",136486,22.958,3,9.4,"377.3","11.67","RV"
4,2024,983,9269,"133686.0","short tons","ST","BIT","BIT","Coal",17574,22.948,2.38,8.8,"367.8","12.38","RV"
4,2024,983,9269,"133686.0","short tons","ST","BIT","BIT","Coal",31771,22.252,2.97,8.9,"358.3","13.21","RV"
4,2024,983,9269,"133686.0","short tons","ST","BIT","BIT","Coal",12402,22.88,3.02,9.5,"267.1","11.89","RV"
4,2024,983,9269,"133686.0","short tons","ST","BIT","BIT","Coal",64741,22.898,2.97,9.5,"378.3","11.82","RV"
5,2024,983,9269,"127857.0","short tons","ST","BIT","BIT","Coal",43888,22.224,3,8.6,"358.7","13.53","RV"
5,2024,983,9269,"127857.0","short tons","ST","BIT","BIT","Coal",101018,22.838,3.04,9.4,"267.6","11.87","RV"
5,2024,983,9269,"127857.0","short tons","ST","BIT","BIT","Coal",102064,22.87,3.04,9.3,"378.7","12.0","RV"
6,2024,983,9269,"191742.0","short tons","ST","BIT","BIT","Coal",74697,22.966,3,9.1,"229.5","11.9","RV"
6,2024,983,9269,"191742.0","short tons","ST","BIT","BIT","Coal",36794,22.278,3.02,8.6,"353.7","13.3","RV"
6,2024,983,9269,"191742.0","short tons","ST","BIT","BIT","Coal",130217,22.884,3.02,9.1,"376.1","11.9","RV"
7,2024,983,9269,"208130.0","short tons","ST","BIT","BIT","Coal",42281,22.348,3.01,8.6,"352.6","13.13","RV"
7,2024,983,9269,"208130.0","short tons","ST","BIT","BIT","Coal",120109,22.886,2.95,9.1,"264.7","11.91","RV"
7,2024,983,9269,"208130.0","short tons","ST","BIT","BIT","Coal",127006,22.89,2.96,9.1,"376.1","11.87","RV"
8,2024,983,9269,"194778.0","short tons","ST","BIT","BIT","Coal",40990,22.344,2.94,8.6,"352.6","13.2","RV"
8,2024,983,9269,"194778.0","short tons","ST","BIT","BIT","Coal",121878,22.984,2.93,9.1,"374.5","11.8","RV"
8,2024,983,9269,"194778.0","short tons","ST","BIT","BIT","Coal",80047,22.908,2.93,9.3,"264.4","11.8","RV"
9,2024,983,9269,"121893.0","short tons","ST","BIT","BIT","Coal",21791,22.24,2.94,9.3,"354.3","11.92","RV"
9,2024,983,9269,"121893.0","short tons","ST","BIT","BIT","Coal",39435,22.908,2.98,8.7,"264.2","13.49","RV"
9,2024,983,9269,"121893.0","short tons","ST","BIT","BIT","Coal",121981,22.984,2.9,9.1,"375.6","11.8","RV"
10,2024,983,9269,"178548.0","short tons","ST","BIT","BIT","Coal",80695,22.994,2.94,9.3,"263.5","11.71","RV"
10,2024,983,9269,"178548.0","short tons","ST","BIT","BIT","Coal",57125,22.332,2.99,8.6,"352.8","13.14","RV"
10,2024,983,9269,"178548.0","short tons","ST","BIT","BIT","Coal",87849,23,2.99,9.2,"374.2","11.74","RV"
11,2024,983,9269,"217624.0","short tons","ST","BIT","BIT","Coal",85207,22.95,2.95,9.2,"263.5","11.95","RV"
11,2024,983,9269,"217624.0","short tons","ST","BIT","BIT","Coal",58105,22.234,2.92,8.6,"354.4","13.52","RV"
11,2024,983,9269,"217624.0","short tons","ST","BIT","BIT","Coal",90969,22.934,2.94,9.2,"374.8","11.96","RV"
1,2024,983,9269,"783.0","barrels","ST","DFO","DFO","Petroleum",1071,5.712,0,0,"1716.6",".","TR"
2,2024,983,9269,"1140.0","barrels","ST","DFO","DFO","Petroleum",714,5.712,0,0,"2068.6",".","TR"
3,2024,983,9269,"944.0","barrels","ST","DFO","DFO","Petroleum",1250,5.712,0,0,"2093.4",".","TR"
4,2024,983,9269,"700.0","barrels","ST","DFO","DFO","Petroleum",893,5.712,0,0,"2051.4",".","TR"
6,2024,983,9269,"1390.0","barrels","ST","DFO","DFO","Petroleum",1428,5.712,0,0,"1757.4",".","TR"
7,2024,983,9269,"1202.0","barrels","ST","DFO","DFO","Petroleum",1250,5.712,0,0,"1926.5",".","TR"
8,2024,983,9269,"1299.0","barrels","ST","DFO","DFO","Petroleum",1607,5.712,0,0,"1838.2",".","TR"
9,2024,983,9269,"1069.0","barrels","ST","DFO","DFO","Petroleum",893,5.712,0,0,"1742.6",".","TR"
10,2024,983,9269,"769.0","barrels","ST","DFO","DFO","Petroleum",714,5.712,0,0,"1786.8",".","TR"
11,2024,983,9269,"2906.0","barrels","ST","DFO","DFO","Petroleum",1428,5.712,0,0,"1764.7",".","TR"
10,2024,990,9273,"0.0","barrels","GT","DFO","DFO","Petroleum",7140,5.8,0,0,"2160.4",".","TR"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",54735,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",45550,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",29705,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",18924,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",10100,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",4150,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",1859,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",151984,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",69069,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",66400,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",1160058,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",914710,1.06,0,0,"556.6",".","PL"
1,2024,990,9273,"842683.0","mcf","GT","NG","NG","Natural Gas",605170,1.06,0,0,"556.6",".","PL"
